along_m,lateral_m,expected_area_m2,no_signal
393.5,-296.6666666666667,111.509315,0.0
397.0,-296.6666666666667,112.55236,0.0
400.5,-296.6666666666667,113.620605,0.0
404.0,-296.6666666666667,114.71404,0.0
407.5,-296.6666666666667,115.83264,0.0
411.0,-296.6666666666667,116.97632,0.0
414.5,-296.6666666666667,118.14514,0.0
418.0,-296.6666666666667,119.339035,0.0
421.5,-296.6666666666667,120.55806,0.0
425.0,-296.6666666666667,121.802246,0.0
428.5,-296.6666666666667,123.07156,0.0
432.0,-296.6666666666667,124.36598,0.0
435.5,-296.6666666666667,125.68552,0.0
439.0,-296.6666666666667,127.0302,0.0
442.5,-296.6666666666667,128.39996,0.0
446.0,-296.6666666666667,129.79486,0.0
449.5,-296.6666666666667,131.21484,0.0
453.0,-296.6666666666667,132.65994,0.0
456.5,-296.6666666666667,134.13016,0.0
460.0,-296.6666666666667,135.62547,0.0
463.5,-296.6666666666667,137.1459,0.0
467.0,-296.6666666666667,138.69138,0.0
470.5,-296.6666666666667,140.26204,0.0
474.0,-296.6666666666667,141.85773,0.0
477.5,-296.6666666666667,143.47849,0.0
481.0,-296.6666666666667,145.12436,0.0
484.5,-296.6666666666667,146.79535,0.0
488.0,-296.6666666666667,148.49138,0.0
491.5,-296.6666666666667,150.2125,0.0
495.0,-296.6666666666667,151.9587,0.0
498.5,-296.6666666666667,153.72993,0.0
502.0,-296.6666666666667,155.52628,0.0
505.5,-296.6666666666667,157.34769,0.0
509.0,-296.6666666666667,159.19415,0.0
512.5,-296.6666666666667,161.0657,0.0
516.0,-296.6666666666667,162.96225,0.0
519.5,-296.6666666666667,164.88388,0.0
523.0,-296.6666666666667,166.83054,0.0
526.5,-296.6666666666667,168.80228,0.0
530.0,-296.6666666666667,170.79898,0.0
533.5,-296.6666666666667,172.82074,0.0
537.0,-296.6666666666667,174.86757,0.0
540.5,-296.6666666666667,176.93936,0.0
544.0,-296.6666666666667,179.03621,0.0
547.5,-296.6666666666667,181.15805,0.0
551.0,-296.6666666666667,183.30496,0.0
554.5,-296.6666666666667,185.47693,0.0
558.0,-296.6666666666667,187.67386,0.0
561.5,-296.6666666666667,189.8958,0.0
565.0,-296.6666666666667,192.14278,0.0
568.5,-296.6666666666667,194.41472,0.0
572.0,-296.6666666666667,196.71155,0.0
575.5,-296.6666666666667,199.03343,0.0
579.0,-296.6666666666667,201.38023,0.0
582.5,-296.6666666666667,203.75201,0.0
586.0,-296.6666666666667,206.14874,0.0
589.5,-296.6666666666667,208.57047,0.0
593.0,-296.6666666666667,211.01706,0.0
