x_m,y_m,worst_mec_radius_m
225.0,-475.0,118.2246335654491
250.0,-475.0,115.46194393788566
275.0,-475.0,112.7276310525421
300.0,-475.0,110.0220303417711
325.0,-475.0,107.34548959681304
350.0,-475.0,104.69836996495334
375.0,-475.0,102.08104698618246
400.0,-475.0,99.49391144593594
425.0,-475.0,96.93737086647671
450.0,-475.0,94.41185023356074
475.0,-475.0,91.91779395634396
500.0,-475.0,89.45566688727938
525.0,-475.0,87.02595610057217
550.0,-475.0,84.62917261387966
575.0,-475.0,82.26585332136263
600.0,-475.0,79.93656302517509
625.0,-475.0,77.6418966108446
650.0,-475.0,75.38248155264853
675.0,-475.0,73.15898036245159
700.0,-475.0,70.97209348405443
725.0,-475.0,68.82256217619708
750.0,-475.0,66.7111718044276
775.0,-475.0,64.63875498950162
800.0,-475.0,62.6061952352163
825.0,-475.0,60.614430499102454
850.0,-475.0,58.6644569398758
875.0,-475.0,56.75733261419209
125.0,-450.0,134.5217280937005
150.0,-450.0,131.524507032773
175.0,-450.0,128.5549212040661
200.0,-450.0,125.61327395367377
225.0,-450.0,122.69987867374239
250.0,-450.0,119.8150592367804
275.0,-450.0,116.95915055272584
300.0,-450.0,114.13249960288451
325.0,-450.0,111.33546627527372
350.0,-450.0,108.56842411822755
375.0,-450.0,105.83176161270413
400.0,-450.0,103.12588302209758
425.0,-450.0,100.45120983855631
450.0,-450.0,97.8081820163455
475.0,-450.0,95.19725941691253
500.0,-450.0,92.61892345171998
525.0,-450.0,90.07367886225553
550.0,-450.0,87.56205547569719
575.0,-450.0,85.08461049235859
600.0,-450.0,82.64193055138463
625.0,-450.0,80.23463440244734
650.0,-450.0,77.86337551226502
675.0,-450.0,75.52884505338433
700.0,-450.0,73.23177509163608
725.0,-450.0,70.9729419573917
750.0,-450.0,68.75317009082818
775.0,-450.0,66.57333603821046
800.0,-450.0,64.43437259913246
825.0,-450.0,62.337273431644306
850.0,-450.0,60.28309778730536
875.0,-450.0,58.27297532630621
125.0,-425.0,140.01472291533054
150.0,-425.0,136.88287315214313
175.0,-425.0,133.7791430082572
200.0,-425.0,130.7038471442788
225.0,-425.0,127.65731017277118
250.0,-425.0,124.6398675227099
275.0,-425.0,121.65186601230279
300.0,-425.0,118.69366475343084
325.0,-425.0,115.765636150871
350.0,-425.0,112.86816675781404
375.0,-425.0,110.00165834152571
400.0,-425.0,107.16652905626543
425.0,-425.0,104.36321478857988
450.0,-425.0,101.59217065058533
475.0,-425.0,98.85387227079171
500.0,-425.0,96.148817817229
525.0,-425.0,93.47752963051383
550.0,-425.0,90.84055644259183
575.0,-425.0,88.23847555055475
600.0,-425.0,85.6718954524202
625.0,-425.0,83.14145830242606
650.0,-425.0,80.64784333308528
675.0,-425.0,78.191769788309
700.0,-425.0,75.77400078421788
725.0,-425.0,73.39534719848527
750.0,-425.0,71.05667193161901
775.0,-425.0,68.75889465031442
800.0,-425.0,66.50299692793361
825.0,-425.0,64.29002762709685
850.0,-425.0,62.121108779860364
875.0,-425.0,59.99744182110739
900.0,-425.0,57.92031403301685
100.0,-400.0,149.41767623080065
125.0,-400.0,146.11109634532866
150.0,-400.0,142.83279073922992
175.0,-400.0,139.5830762494659
200.0,-400.0,136.36227917510396
225.0,-400.0,133.17073622531876
250.0,-400.0,130.0087951324449
275.0,-400.0,126.87681521528599
300.0,-400.0,123.77516849657769
325.0,-400.0,120.7042404545523
350.0,-400.0,117.66443117492608
375.0,-400.0,114.65615636951149
400.0,-400.0,111.67984855478588
425.0,-400.0,108.73595854343782
450.0,-400.0,105.8249568585495
475.0,-400.0,102.9473353387963
500.0,-400.0,100.10360900601188
525.0,-400.0,97.29431809948981
550.0,-400.0,94.52003021788751
575.0,-400.0,91.78134270890261
600.0,-400.0,89.07888564083281
625.0,-400.0,86.41332446197772
650.0,-400.0,83.78536351737817
675.0,-400.0,81.19574969101772
700.0,-400.0,78.64527636516254
725.0,-400.0,76.13478807348011
750.0,-400.0,73.66518519103603
775.0,-400.0,71.2374295190206
800.0,-400.0,68.85255020739865
825.0,-400.0,66.51165020168581
850.0,-400.0,64.21591333945676
875.0,-400.0,61.96661196031811
900.0,-400.0,59.76511517482144
100.0,-375.0,156.37375114788261
125.0,-375.0,152.90685799712054
150.0,-375.0,149.4686750651225
175.0,-375.0,146.0595315022248
200.0,-375.0,142.67976646475904
225.0,-375.0,139.32972943886975
250.0,-375.0,136.00978114022809
275.0,-375.0,132.72029439109906
300.0,-375.0,129.46165482767998
325.0,-375.0,126.23426175150146
350.0,-375.0,123.03852963745896
375.0,-375.0,119.87488859281227
400.0,-375.0,116.74378629430224
425.0,-375.0,113.64568899702847
450.0,-375.0,110.58108317909341
475.0,-375.0,107.55047726063707
500.0,-375.0,104.55440358172537
525.0,-375.0,101.5934204252303
550.0,-375.0,98.66811430582045
575.0,-375.0,95.7791028577766
600.0,-375.0,92.92703735439225
625.0,-375.0,90.11260624776402
650.0,-375.0,87.33653863819929
675.0,-375.0,84.59960820790005
700.0,-375.0,81.90263793269924
